2
0.1999999999999999833466546306226518936455249786376953125
0.0200000000000000004163336342344337026588618755340576171875
0.00200000000000000004163336342344337026588618755340576171875
0.00020000000000000000958434720477185919662588275969028472900390625
0.0000199999999999999982479292892634248346439562737941741943359375
0.00000199999999999999990949622365177251737122787744738161563873291015625
0.000000200000000000000017419401966874137333007865890976972877979278564453125
0.00000002000000000000000041845121660256945350653268178575672209262847900390625
0.0000000019999999999999997109728766390458754020897913505905307829380035400390625
0.000000000199999999999999981437045320817433476101587785933588747866451740264892578125
0.00000000001999999999999999878993938563879621860344681927301735413493588566780090332031
0.000000000002000000000000000363670078731669275105310712437045594924711622297763824462891
0.0000000000002000000000000000060747491126800741827206943368455682730200351215898990631104
0.00000000000001999999999999999997638618709119797394268658145832784356343836407177150249481
0.000000000000001999999999999999760980347142816255770750088560996915454381905874470248818398
1.999999999999999711676540566503017932517053230822776099806503680156311020255e-16
2.000000000000000143084848109243849017056112369846495452341272880403266754001e-17
1.999999999999999757898859231796678405860523852861031744720943237325627706014e-18
1.999999999999999950491853670520263711458318111353763598531108058864447230008e-19
2.000000000000000191233096718924745343455560934469678415793814085787971635e-20
2.000000000000000191233096718924745343455560934469678415793814085787971635e-21
2.0000000000000000971935486531417447059566379566900241903005695440209699143e-22
2.000000000000000214742983735370495502830291678914591972167125221229722065175e-23
1.99999999999999984740099910340564926260012379696281765383413872995237159369e-24
2.000000000000000076989739498383678162743978723182676602792255287000715638368e-25
2.000000000000000076989739498383678162743978723182676602792255287000715638368e-26
1.999999999999999718257332631230508006269205400964146995045198166612678068559e-27
2.00000000000000016667284121517197070186267205373730900472901956709772503082e-28
1.999999999999999886413148350208556517116755395754082748676631191794570679407e-29
1.999999999999999816348225133967702970930276231258276184663534097968782091553e-30
1.999999999999999728767071113666636038197177275638517979647162730686546356737e-31
1.999999999999999838243513639042969704113550970163215735917626939789341025258e-32
1.999999999999999769820737060682761162915817411085279638248586809100094357432e-33
2.000000000000000282991561398384325221898819104169800370766387789269444366124e-34
2.00000000000000001571509038916476060784517238902161248924669977876457456993e-35
2.000000000000000216172443646079434068385407425382753400386465786643226917076e-36
2.000000000000000132648546455698320126493642826898944687411563283360455105765e-37
1.999999999999999923838803479745535271764231330689422904974307025153525577489e-38
1.999999999999999858585758799760290004661290238123947347962664444463860099902e-39
1.999999999999999858585758799760290004661290238123947347962664444463860099902e-40
1.999999999999999756627876487283344274812944780990391790131972912136257791174e-41
2.000000000000000075246258713773799680589024334532752908352883950660015005951e-42
2.000000000000000154900854270396413532033044222918343187908111710290954309645e-43
2.000000000000000154900854270396413532033044222918343187908111710290954309645e-44
1.999999999999999968210395934562162317711122609514615970200546648655940316612e-45
2.000000000000000045998086907826433657011923281766168977578698757670529480375e-46
1.999999999999999948763473191246094482885922441451727718356008621402293025671e-47
2.000000000000000252621641055559654402029675067434356653426915297240531946623e-48
1.999999999999999872798931225167704503099984284956070484588281952442733295432e-49
2.000000000000000015232447411564685715198618328385427797902769456741907789629e-50
2.000000000000000015232447411564685715198618328385427797902769456741907789629e-51
2.000000000000000015232447411564685715198618328385427797902769456741907789629e-52
2.000000000000000061597524295157453036845309097730921714997329191214295320292e-53
2.000000000000000061597524295157453036845309097730921714997329191214295320292e-54
1.999999999999999989152091664543754096772354770628587469537079606101189803631e-55
1.999999999999999853316905482143068584135565407311710759299111634014116959892e-56
1.999999999999999909914899724810020881067560975360409388564931622383730644783e-57
2.000000000000000051409885331477401623397549895482155961729481593307764857011e-58
2.000000000000000051409885331477401623397549895482155961729481593307764857012e-59
1.999999999999999940866927826268510418452246051637041451444676928523363128708e-60
2.000000000000000079045624707779624424633875856443434589300682759503865289087e-61
2.000000000000000079045624707779624424633875856443434589300682759503865289087e-62
2.000000000000000133021678177119903333298574998945931908775685037230623945486e-63
1.999999999999999930611477667093857425805953214561566960744426495755278983992e-64
1.99999999999999984627389412124967163101736080440141489906473543680721858337e-65
1.999999999999999951695873553554903874503101317101604976164349260492294084148e-66
1.999999999999999885807136408364133722324513496663986177977090620689121896162e-67
1.999999999999999721085293545387208341878043945569939182508944021181191426197e-68
1.999999999999999926987597124108365067436130884437497926844127270566104513653e-69
1.999999999999999991332066992458726544173033052833610034448872035998889853483e-70
1.999999999999999830470892321582822852330777631843329765437010122416926503908e-71
1.999999999999999931009126490880262659732187269962254933569423818405653597393e-72
1.99999999999999999384552284669116253935806829378658316365218237839860803082e-73
2.00000000000000030802750462574566193748747341290822431406597517836338019796e-74
1.999999999999999915300027401927537689825717014006172876048734178407414989036e-75
2.000000000000000160754700666813865344614314763319955024809509803379893244613e-76
1.999999999999999853936359085705955776128567576677727338858540272164295425141e-77
1.999999999999999997757456701850288386356261570416271566648057239921606903019e-78
1.999999999999999997757456701850288386356261570416271566648057239921606903019e-79
1.999999999999999922850635026775115151862670948677446448007683819214673841624e-80
2.000000000000000156934452761385031509655141641611274943758850758923839658482e-81
1.999999999999999922850635026775115151862670948677446448007683819214673841624e-82
2.00000000000000006915302111090631287548296513176108925785216315653290247716e-83
2.00000000000000006915302111090631287548296513176108925785216315653290247716e-84
1.999999999999999954854281982678814653904610301226993312661163674253036355648e-85
1.999999999999999811980858072394441876931666763059373381172414321403203703757e-86
2.000000000000000035220582932213774340951891041446279524123585185231067222336e-87
1.999999999999999867790789287349274992936722832656099916910207037360169583402e-88
2.00000000000000007707803134342989917795568309364382442592692972219879163207e-89
1.999999999999999989875013820062972434197782984898939213836628603516032445125e-90
1.999999999999999771867470011645655574803032713036726183610875806809134477762e-91
1.999999999999999976249542332036890130485611092907550899447519053721851322165e-92
1.999999999999999805931148731710861334083462443015196969583649681294587285163e-93
1.999999999999999912380144731914629331834805349197918175748568039061627308289e-94
1.999999999999999978910767232041984330429394665562118929601642012666027322743e-95
2.000000000000000228400601607519565575159104601927871756550669413682527376945e-96
1.999999999999999812584210981723596833942921374651617044968957078655027286608e-97
1.999999999999999877555522017004216949757950003913531843653599631003074175723e-98
2.000000000000000039983799605205767239295521577068318840365206011873191398511e-99
2.000000000000000039983799605205767239295521577068318840365206011873191398511e-100
2.000000000000000103432345538096997821146135472831907510955677254400580938663e-101
2.000000000000000262053710370325074275772670212240879187431855360719054789041e-102
1.999999999999999915069474799826157031277125469783753645140215753147393241338e-103
2.000000000000000162915357350182526491631086000110271889634244044270008632555e-104
1.999999999999999930559842459223430122549248002929161035421092521342556703289e-105
1.999999999999999882152443523606951712323865086849762940793352620732670884692e-106
2.000000000000000003170940862648147737887322377048258177362702372257385431184e-107
2.000000000000000078807501699548895253864483183422317700218545966960332022742e-108
1.999999999999999984261800653422960858893032175454743296648741473581648783295e-109
2.000000000000000102443926961080378852607345935414211301110997090305002832604e-110
2.000000000000000176307755903366265098678792035388878803899906850757099113422e-111
1.999999999999999899318397369794191675910869160483875668441495249061738060354e-112
1.999999999999999957024513730955040305654186426089084654995330999414938279743e-113
2.000000000000000101289804633857161880012479590102107121379920375297938828216e-114
1.999999999999999875875287598072596920077646521331759517653999475480750471227e-115
2.000000000000000270350692410695585599963604391679867824174361050160830095958e-116
1.999999999999999706814399821234173200126521719753998814859558800617859203485e-117
1.999999999999999530709308387027481825177433384777164749448683097635680799587e-118
2.00000000000000002600487804573380131722174432689951055841677101227305756055e-119
1.999999999999999957213826704246812498882256696049184751615647690795644121527e-120
1.999999999999999957213826704246812498882256696049184751615647690795644121527e-121
2.000000000000000118442853285856942541865430830854635861305780475508331869237e-122
2.000000000000000118442853285856942541865430830854635861305780475508331869237e-123
1.999999999999999866522499252091114349704221245221118502414947999394757263441e-124
2.000000000000000023972720523194756969804977236242066851721718296965741392063e-125
1.999999999999999892764202797275054786387680577057943227299409715656587951545e-126
2.000000000000000056774849954674682515659301401038097757827295442293029752193e-127
